date,Crakehill,Skip Bridge,Westwick,Skelton,Arkengarthdale,East Cowton,Malham Tarn,Snaizeholme
01/02/1994,42.5,16.139,70.007,103.2,23.2,9.6,48.8,60
02/02/1994,52.4,16.892,49.647,139.6,0,0,0,0.8
03/02/1994,39.8,21.491,37.988,102.1,34.4,26.4,1.6,12.8
04/02/1994,62.8,31.212,66.144,144.9,0,0,0,0
05/02/1994,56.3,18.192,49.421,141.3,0.8,1.6,2.4,4.8
06/02/1994,39,14.761,40.188,99.39,0,0.8,13.6,7.2
07/02/1994,33.8,14.152,34.465,89.16,0,0,0.8,3.2
08/02/1994,26,11.725,31.145,70.76,8,1.6,36.8,44.8
09/02/1994,33.8,10.398,46.325,84.77,0,0,1.6,0
10/02/1994,23.3,8.594,27.828,68.28,0,0,0.8,0
11/02/1994,20,7.957,22.52,56.59,0,0,0,0
12/02/1994,17.9,7.379,19.221,50.53,0,0,0,0
13/02/1994,16.3,6.914,16.727,46.39,0,0,0,0
14/02/1994,15,6.558,14.503,41.9,0,0,0,0
15/02/1994,14.2,6.632,13.431,39.99,4,2.4,0,0
16/02/1994,13.6,6.132,12.71,35.09,8,7.2,12,1.6
17/02/1994,13.3,5.431,12.21,36.73,0,0,1.6,3.2
18/02/1994,13.2,5.674,12.115,33.65,0,0,0,0
19/02/1994,12.9,5.62,11.807,31.7,0,0,0,0
20/02/1994,12.3,5.212,11.104,30.31,2.4,3.2,0,0
21/02/1994,11.9,4.931,10.588,28.78,3.2,12,1.6,1.6
22/02/1994,11.5,4.716,10.015,27.88,1.6,2.4,1.6,1.6
23/02/1994,11.2,4.905,9.935,31.49,5.6,5.6,0,0
24/02/1994,11.2,4.92,9.774,30.35,0.8,0,0,5.6
25/02/1994,12.3,5.515,10.817,32.17,36.8,55.2,0,16
26/02/1994,42.6,19.568,24.803,86.82,23.2,27.2,64.8,55.2
27/02/1994,98,45.156,120.436,193.9,5.6,5.6,37.6,32.8
28/02/1994,154,44.727,112.924,280.8,0.8,0.8,26.4,14.4
01/03/1994,96.7,30.933,55.139,222.5,0,0,1.6,0
02/03/1994,52.2,20.212,39.355,143.9,0,4,35.2,13.6
03/03/1994,73.4,20.322,87.041,150.8,36,10.4,61.6,54.4
04/03/1994,56.8,18.642,47.094,148.8,1.6,0,4.8,2.4
05/03/1994,51.1,15.402,54.277,111.8,11.2,3.2,16,24
06/03/1994,38.1,13.582,37.476,103.5,2.4,0,40.8,0
07/03/1994,41,12.716,72.135,116.9,0.8,0,52,0
08/03/1994,39.3,12.364,82.048,108.8,9.6,0,66.4,0
09/03/1994,49.8,13.053,56.441,138.5,2.4,0,12,7.2
10/03/1994,23.6,11.156,31.587,77.91,0,0,0,0
11/03/1994,24,10.452,30.709,59.87,27.2,0,31.2,28.8
12/03/1994,28.1,10.685,37.06,76.8,14.4,0,60,51.2
13/03/1994,53.5,14.595,81.942,127.8,14.4,0,20,14.4
14/03/1994,35.7,18.046,80.32,120.9,8.8,0,35.2,29.6
15/03/1994,36.6,16.894,45.986,120.9,1.6,0,8,5.6
16/03/1994,20.2,12.37,31.951,70.19,24.8,12.8,22.4,23.2
17/03/1994,18,11.685,27.426,59.56,1.6,0,10.4,10.4
18/03/1994,17.5,10.999,26.423,54.1,2.4,4,32,16.8
19/03/1994,19.5,9.544,28.061,58.46,1.6,0,0.8,0
20/03/1994,16.3,6.052,20.631,46.14,0.8,0,0,0.8
21/03/1994,14.6,5.639,16.856,39.57,0,0,0,0
22/03/1994,19.4,5.742,33.555,46.12,1.6,0,20,33.6
23/03/1994,64.9,10.533,134.641,110,66.4,2.4,170.4,129.6
24/03/1994,104,40.361,91.489,259.2,0.8,0,0,0.8
25/03/1994,31.6,16.309,48.523,124,8.8,14.4,52,18.4
26/03/1994,25.3,12.315,32.184,85.47,0,0,0,0
27/03/1994,17.4,8.845,24.907,56.22,8.8,0.8,29.6,46.4
28/03/1994,18,9.759,40.083,64.34,3.2,0,7.2,7.2
29/03/1994,18,8.75,31.576,59.25,2.4,0,0,12.8
30/03/1994,15.8,8.215,22.773,50.76,10.4,6.4,18.4,14.8
31/03/1994,20,8.586,33.755,52.42,19.2,22.4,83.2,59.2
01/04/1994,62.4,14.817,88.458,139.1,16,8.8,74.4,32
02/04/1994,30.1,12.804,40.041,102.4,0.8,0,17.6,3.2
03/04/1994,19.7,9.8,33.593,65.1,8.8,1.6,54.4,48.8
04/04/1994,28.1,14.62,60.8,98.21,13.6,0.8,12.8,3.2
05/04/1994,22.3,11.306,39.81,73.44,10.4,5.6,42.4,34.4
06/04/1994,28.5,10.337,38.776,79.44,0,0,0,0.8
07/04/1994,27,10.301,38.067,72.78,22.4,12.8,44.8,35.2
08/04/1994,30.4,15.538,65.259,91.78,19.2,9.6,68.8,53.6
09/04/1994,37.7,21.887,49.23,123.3,6.4,0,15.2,17.6
10/04/1994,21.2,12.414,35.964,77.52,0,1.6,23.2,0
11/04/1994,20.2,9.204,28.44,61.35,0,0,0.8,0.8
12/04/1994,19,11.192,28.682,55.09,12.8,16,5.6,6.4
13/04/1994,22.8,10.907,26.049,63.07,0,0,0,0
14/04/1994,16.1,8.821,18.434,47.63,0,0,0,0
15/04/1994,13.6,8.243,15.381,39.93,0.8,0,0.8,0
16/04/1994,12.2,7.852,13.84,35.34,0.8,0,0,0
17/04/1994,11.4,7.447,12.599,32.17,0,0,0.8,0.8
18/04/1994,10.9,4.437,11.756,28.26,0,0,1.6,0
19/04/1994,10.6,4.012,11.271,26.28,0,0,6.4,0.8
20/04/1994,10.5,4.182,10.772,25.77,15.2,8,23.2,24
21/04/1994,13.2,3.989,14.444,29.29,4,5.6,15.2,7.2
22/04/1994,18,3.941,26.736,39.38,8.8,3.2,13.6,46.4
23/04/1994,33.3,6.998,47.024,73.41,25.6,16.8,51.2,31.2
24/04/1994,34.2,5.951,31.54,80.79,0,0,1.6,2.4
25/04/1994,17.7,6.015,21.232,48.35,10.4,11.2,29.6,20
26/04/1994,17.5,6.162,27.069,49.5,3.2,0,10.4,6.4
27/04/1994,14.2,4.364,17.042,39.69,3.2,0,7.2,7.2
28/04/1994,17.5,3.975,26.584,37.65,4,0,1.6,23.2
29/04/1994,22.1,3.699,22.133,52.87,0,0,0,0
30/04/1994,13.5,3.576,14.123,34.32,0,0,0,0
01/05/1994,11.1,3.332,11.746,27.22,0,0,0,1.6
02/05/1994,10.1,3.168,10.43,24.07,0.8,0,0,0
03/05/1994,9.74,3.128,9.576,22.46,2.4,0,3.2,3.2
04/05/1994,9.32,3.155,9.129,21.27,2.4,0,48,31.2
05/05/1994,11.5,3.335,12.947,24.27,8,6.4,20.8,15.2
06/05/1994,17.3,3.355,22.709,37.69,1.6,0,4,1.6
07/05/1994,12.1,3.275,12.811,31.42,1.6,7.2,5.6,2.4
08/05/1994,9.83,3.331,10.536,24.05,0,0,0,0
09/05/1994,8.82,2.889,9.057,20.81,0,0,2.4,0
10/05/1994,8.28,2.779,8.162,18.95,0,0,0,0
11/05/1994,7.91,2.743,7.828,17.92,0,0,0,0
12/05/1994,7.65,2.696,7.339,16.88,0,0,0,0
13/05/1994,7.26,2.626,6.945,16.09,0,0,0,0
14/05/1994,7.1,2.618,6.794,15.39,0,0,0,0
15/05/1994,8.15,5.672,8.341,19.78,28,36,14.4,28
16/05/1994,10.5,4.207,11.547,25.57,0,0,0.8,1.6
17/05/1994,8.58,3.221,9.009,22.02,0,0,0,0
18/05/1994,7.5,2.86,7.64,18.69,0,0,0,0
19/05/1994,7.15,2.719,7.116,16.56,0,0,0,0
20/05/1994,7.15,2.672,6.797,15.76,0,0,0,0
21/05/1994,6.95,3.092,6.718,15.64,8.8,4.8,3.2,0
22/05/1994,14.5,6.43,19.822,26.65,48.8,35.2,5.6,1.6
23/05/1994,18.3,5.352,13.999,43.22,0,1.6,0.8,0
24/05/1994,10.7,4.06,9.586,26.34,0,0,0,0
25/05/1994,8.52,3.404,7.901,20.46,0,0,0,0
26/05/1994,7.56,2.974,6.984,17.6,0,0,0,0
27/05/1994,6.99,2.753,6.48,15.84,0,0,0,0
28/05/1994,6.64,2.652,6.125,15.36,0,0,0,0
29/05/1994,6.31,2.573,5.883,14.36,0,0,0,0
30/05/1994,6.08,2.51,5.715,13.71,0,0,0,0
31/05/1994,5.87,2.465,5.511,13.4,0,0,0,0
01/06/1994,5.73,2.501,5.389,13.19,4.8,8,14.4,10.4
02/06/1994,5.95,2.728,5.468,13.48,0.8,7.2,8.8,1.6
03/06/1994,6.17,2.72,5.571,14.07,20,8.8,50.4,25.6
04/06/1994,7.9,2.614,7.095,14.91,6.4,6.4,9.6,0.8
05/06/1994,8.78,2.441,7.248,18.63,0.8,2.4,1.6,0.8
06/06/1994,6.76,2.384,6.137,15.57,0,0,16.8,9.6
07/06/1994,6.24,2.369,6.333,13.47,0,0,0,0
08/06/1994,6.26,2.324,6.541,14.56,0,0,3.2,2.4
09/06/1994,5.58,2.276,5.673,12.86,2.4,0,37.6,8
10/06/1994,5.33,2.277,5.335,11.88,0,0,0,0
11/06/1994,5.17,2.254,5.176,11.64,0,0,0,0
12/06/1994,4.97,2.216,4.938,11.22,0,0,0,0
13/06/1994,4.85,2.222,4.623,11.18,0,0,0,0
14/06/1994,4.63,2.091,4.338,10.71,0,0,0,0
15/06/1994,4.5,2.021,4.25,10.25,0,0,0,0
16/06/1994,4.46,2.043,4.137,10.03,1.6,3.2,6.4,3.2
17/06/1994,4.61,2.063,4.097,10.3,0,0,0.8,0
18/06/1994,4.58,2.045,4.078,10.18,1.6,0,6.4,8
19/06/1994,4.47,2.052,4.556,10.37,1.6,0,65.6,15.2
20/06/1994,5.51,2.092,7.568,13.63,0,0,5.6,0
21/06/1994,5.22,2.189,10.749,14.19,9.6,8,57.6,50.4
22/06/1994,9.4,2.347,15.905,26.89,0,0,6.4,0.8
23/06/1994,6.46,2.079,8.003,18.78,0,0,4.4,0
24/06/1994,5.18,1.996,6.194,13.75,8.8,21.6,34.4,13.6
25/06/1994,4.99,2.368,5.545,12.5,0,0,0,0
26/06/1994,5.5,2.076,6.013,12.76,0,0,4,16
27/06/1994,4.83,1.977,7.071,12.27,0,0,6.4,8.8
28/06/1994,5.82,1.921,8.486,15.79,0,0,0,0
29/06/1994,4.69,1.88,5.683,12.57,0,0,8,4.8
30/06/1994,4.12,1.796,4.77,10.65,0,0,0,0.8
01/07/1994,3.9,1.794,4.339,9.882,0,0,0.8,1.6
02/07/1994,3.83,1.827,4.055,9.498,0,0,0,0
03/07/1994,3.68,1.841,4.011,9.229,0,0,0,0
04/07/1994,3.67,1.843,4.052,8.72,0.8,0,6.4,3.2
05/07/1994,3.61,1.813,3.908,8.905,0,0,6.4,1.6
06/07/1994,3.67,1.957,3.828,9.239,10.4,0.8,52.4,9.6
07/07/1994,3.75,2.331,3.723,9.709,0,0,0,0
08/07/1994,3.74,1.983,3.781,9.33,0,0,0,0
09/07/1994,3.68,1.824,3.71,8.986,0,0,0.8,0
10/07/1994,3.52,1.753,3.672,8.419,0,0,0,4.8
11/07/1994,3.47,1.747,3.6,8.316,0,0,0.8,6.4
12/07/1994,3.39,1.725,3.367,8.162,0,3.2,0,0.8
13/07/1994,3.48,1.679,3.42,7.967,0,0,0,0
14/07/1994,3.31,1.662,3.361,7.735,0,0.8,0,0.8
15/07/1994,3.21,1.669,3.269,7.645,0,2.4,2.4,0.8
16/07/1994,3.14,1.637,3.137,7.434,0,0,0,0
17/07/1994,3.07,1.614,3.152,7.499,0,0,0,0
18/07/1994,3.1,1.648,3.11,7.124,0,0,0,0
19/07/1994,3.01,1.639,3.076,6.623,0,0,0,0
20/07/1994,2.96,1.64,3.042,6.298,0,0,0,0
21/07/1994,2.92,1.641,2.969,6.342,1.6,4.8,4,1.6
22/07/1994,3,1.662,2.955,6.151,0,0,0,0.8
23/07/1994,2.91,1.59,2.892,5.887,0,0,0,0
24/07/1994,3.52,2.792,3.51,7.603,20,37.2,54.4,18.4
25/07/1994,4.47,3.264,3.554,11.16,0,0,0,0
26/07/1994,3.64,1.988,3.628,8.654,1.6,3.2,12.8,17.6
27/07/1994,3.9,2.789,3.572,9.499,6.4,19.2,28,16
28/07/1994,3.69,2.068,3.326,8.672,0,0,0,0
29/07/1994,3.32,1.773,3.327,8.077,0,0,0,0
30/07/1994,3.16,1.721,3.277,7.809,6.8,18.4,1.6,10.4
31/07/1994,4.3,2.727,4.488,9.428,1.6,13.6,0,8
01/08/1994,4.24,2.269,4.186,10.57,3.2,0.8,0,7.2
02/08/1994,3.66,2.308,3.906,9.686,0,0,0,1.6
03/08/1994,3.26,1.915,3.509,8.179,24.4,1.6,0,30.4
04/08/1994,3.58,2.193,4.949,8.73,13.6,26.4,0,2.4
05/08/1994,5.82,2.051,7.355,14.1,4,0,5.6,1.6
06/08/1994,4.19,1.743,4.862,11.62,0,0,0,0
07/08/1994,3.69,1.674,4.129,9.796,0,0,0,0
08/08/1994,3.4,1.754,3.741,8.954,0,0,0.8,0.8
09/08/1994,3.21,1.695,3.641,8.478,0,0,0,0
10/08/1994,3.18,1.673,3.509,8.157,8.8,1.6,0.8,0
11/08/1994,3.26,1.703,3.443,7.746,4.8,7.2,1.6,0
12/08/1994,3.25,1.676,3.363,7.646,0,0,0,0
13/08/1994,3.1,1.608,3.309,7.348,0,0,0,0
14/08/1994,2.97,1.55,3.21,6.909,0,0,0,0
15/08/1994,2.89,1.543,3.134,6.758,0,0,0,0
16/08/1994,2.85,1.552,3.091,6.59,1.6,0,8,8.8
17/08/1994,3.29,1.778,3.264,7.158,13.6,17.6,64,24
18/08/1994,5.5,1.858,6.151,9.919,0,0,1.6,2.4
19/08/1994,5.51,1.52,5.258,12.64,0,0,7.2,7.2
20/08/1994,4.02,1.462,4.228,9.52,0,0,0,0
21/08/1994,3.53,1.427,3.976,8.371,0,0,0,1.6
22/08/1994,3.25,1.415,3.644,7.352,0,0,0.8,0
23/08/1994,3.23,1.654,3.57,7.159,10.4,11.2,45.2,31.6
24/08/1994,4.53,1.822,7.65,10.28,16.8,3.2,44,49.6
25/08/1994,13.9,2.361,37.799,38.58,9.6,15.2,50.4,19.2
26/08/1994,9.97,1.982,14.108,33.27,5.6,0.8,29.6,21.6
27/08/1994,5.84,1.551,11.513,18.75,2.4,0,67.6,13.6
28/08/1994,5.66,1.504,12.3,17.88,3.2,0,9.6,6.4
29/08/1994,4.56,1.53,9.796,16.12,0,0,8.8,0.8
30/08/1994,4.18,1.475,7.485,13.02,20,0,8.8,3.2
31/08/1994,4.08,1.855,7.31,11.92,14.4,31.2,40.8,19.2
01/09/1994,10.5,5.198,22.413,27.63,12.8,30.8,4.8,9.6
02/09/1994,9.55,2.558,11.551,29.49,0,0,0.8,0
03/09/1994,5.59,1.856,7.386,16.21,4.8,2.4,24.8,11.2
04/09/1994,4.58,1.694,5.952,11.88,4,0.8,18.4,12
05/09/1994,4.67,1.639,7.265,11.61,0,0,1.6,1.6
06/09/1994,5.28,1.632,6.865,12.97,4.8,14.4,35.2,22.4
07/09/1994,5.19,1.621,11.96,14.41,0.8,1.6,5.6,5.6
08/09/1994,6.24,1.962,11.341,19.49,8.8,8,12,8.8
09/09/1994,6.25,1.797,10.45,17.45,12,7.2,44,17.6
10/09/1994,12.5,2.287,19.517,24.22,20,10.4,38.8,17.6
11/09/1994,17.7,3.046,29.774,41.61,10.4,1.6,23.2,40
12/09/1994,20.2,5.326,43.151,58.29,21.6,48,100.4,40
13/09/1994,34,5.356,38.014,78.25,5.6,2.4,8,8
14/09/1994,18.4,2.872,24.869,47.36,28.8,20.8,10.4,4
15/09/1994,33.6,9.73,45.271,69.31,26.4,24.8,53.6,12
16/09/1994,28.6,4.817,26.299,68.41,0,0.8,0.8,3.2
17/09/1994,12.5,2.734,14.59,34.88,0,0,0,0
18/09/1994,8.88,2.273,10.399,23.01,0,0,0,0
19/09/1994,7.61,2.322,8.698,18.87,6.4,5.6,14.4,6.4
20/09/1994,7.43,2.944,8.786,18.87,15.2,8.8,16,7.2
21/09/1994,11,3.747,13.228,24.02,4.8,0,0,0
22/09/1994,10.5,2.794,10.289,26.1,0,0,0.8,0
23/09/1994,7.4,2.372,7.82,18.27,0,0,0.8,0
24/09/1994,6.49,2.291,7.015,15.2,9.6,9.6,20,16
25/09/1994,24.2,6.018,37.792,42.36,17.6,44.8,43.2,24
26/09/1994,22.1,4.324,22.981,59.44,0,0,0.8,0
27/09/1994,11.5,2.943,13.88,32.42,0,0,3.2,0.8
28/09/1994,8.71,2.511,10.391,21.78,0,0,2.4,0.8
29/09/1994,7.3,2.347,8.675,17.77,0,0,4,0.8
30/09/1994,6.44,2.254,7.601,15.4,0,0.8,3.2,0
01/10/1994,6.08,2.354,7.052,15.49,5.6,4.8,44,16.8
02/10/1994,8.47,3.208,21.788,20.48,12.8,28,73.2,27.2
03/10/1994,32.2,6.524,38.308,65.22,11.2,28,11.2,6.4
04/10/1994,20.7,4.196,19.728,55.08,0,0,0.8,0.8
05/10/1994,11.9,2.905,12.489,31.18,0,0,0,0
06/10/1994,9.5,2.525,9.644,23.44,0,0,0,0
07/10/1994,7.96,2.441,8.26,19.71,0,0,15.2,7.2
08/10/1994,7.24,2.371,8.738,17.59,0,0,7.2,4
09/10/1994,6.98,2.349,8.873,17.71,0,0,0.8,0
10/10/1994,6.32,2.252,7.441,15.38,0,0,0.8,0
11/10/1994,5.89,2.555,6.705,14.3,0,0,0.8,0.8
12/10/1994,5.55,2.62,6.109,13.35,0,0,0,0.8
13/10/1994,5.26,2.601,5.821,12.78,0,0,0.8,0
14/10/1994,5.1,2.59,5.547,12.13,0,0,0,0
15/10/1994,4.97,2.572,5.363,11.81,1.6,3.2,1.6,3.2
16/10/1994,4.91,2.536,5.369,11.44,4,4.8,4,4
17/10/1994,5.09,2.519,5.651,11.74,0,0,0,0
18/10/1994,4.9,2.481,5.518,11.67,0,0,0,0
19/10/1994,5.06,2.57,5.584,12.37,8.8,13.6,6.4,10.4
20/10/1994,9.96,4.029,10.722,20.34,30.4,33.6,20,9.6
21/10/1994,18.2,4.251,16.385,38.84,8.8,0.8,16.8,4
22/10/1994,17.5,4.678,28.091,41.47,16,27.2,54.4,16.8
23/10/1994,67.4,13.076,59.856,100.9,22.4,25.6,87.2,26.4
24/10/1994,38.2,6.417,29.314,82.47,0,0,27.2,8
25/10/1994,19.7,10.759,27.898,57.03,14.4,28.8,67.2,28.8
26/10/1994,21,10.935,34.524,63.62,0,0,6.4,5.6
27/10/1994,16,7.678,24.169,50.23,0.8,0,40,26.4
28/10/1994,12.9,5.261,21.284,40.8,2.4,0,29.6,7.2
29/10/1994,11.3,4.666,16.059,33.32,0,1.6,6.4,3.2
30/10/1994,10.7,6.149,14.753,30.45,14.4,7.2,29.6,12.8
31/10/1994,23.6,10.345,43.478,55.25,12.8,0,55.6,31.6
01/11/1994,24.7,14.279,38.611,82.34,0.8,0,5.6,0.8
02/11/1994,14.1,12.391,19.446,52.2,0,0,0,0
03/11/1994,13.4,13.091,24.243,43.76,16,28,40.8,28
04/11/1994,23.5,11.821,29.837,63.13,1.6,12.8,4,0.8
05/11/1994,50.4,31.41,55.709,108.2,20,48.8,56.8,30.4
06/11/1994,45,16.918,33.342,108.4,0,0,0,0
07/11/1994,21.3,10.701,21.671,62.52,0,0,6.4,0
08/11/1994,16.1,8.93,17.115,45.96,7.2,0.8,41.6,8
09/11/1994,17.8,15.705,35.339,56.48,15.2,4,51.2,16
10/11/1994,24.7,20.247,35.247,79.89,2.4,0,3.2,6.4
11/11/1994,20.3,14.248,25.904,65.09,2.4,0,4,3.2
12/11/1994,25.7,19.017,43.93,66.21,24.8,29.6,67.2,25.6
13/11/1994,63.4,21.638,86.322,129.3,20.8,2.4,100.8,99.2
14/11/1994,107,36.505,134.357,229.8,27.2,4,76.8,55.2
15/11/1994,79.4,34.49,81.599,196.1,20,0.8,24.8,20
16/11/1994,43.7,21.929,51.652,138.5,6.4,1.6,15.2,19.2
17/11/1994,28.2,17.979,40.499,90.63,12.8,0,45.6,20.8
18/11/1994,30.1,17.624,42.889,87.73,18.4,31.2,30.4,14.4
19/11/1994,59.9,25.744,75.818,129.9,12.8,0.8,32.8,21.6
20/11/1994,66.3,37.629,65.734,162.6,7.2,15.2,57.6,19.2
21/11/1994,44.3,23.692,37.812,126,0,0,0,0
22/11/1994,24.7,16.419,27.124,79.39,0,0,0.8,2.4
23/11/1994,19.8,11.017,22.29,58.4,3.2,0,2.4,2.4
24/11/1994,17.5,9.139,19.495,49.85,0,0,1.6,0.8
25/11/1994,15.8,8.322,17.002,44.41,0,0,4.8,0
26/11/1994,14.2,7.896,15.17,39.81,0,0,21.6,0.8
27/11/1994,13.1,7.036,13.947,36.81,0,0,0.8,0
28/11/1994,12,5.187,12.636,32.22,0,0,0,0
29/11/1994,11.2,4.883,11.576,29.67,0,0,0.8,0
30/11/1994,10.6,4.718,10.662,27.54,0,0,0,0
01/12/1994,10.1,4.546,10.088,26.45,0,0,0.8,0
02/12/1994,9.71,4.474,9.585,24.38,0,0,0.8,0
03/12/1994,10.6,5.906,16.159,23.95,23.2,14.4,16,31.2
04/12/1994,49,20.436,63.809,90.54,26.4,44.8,69.6,35.2
05/12/1994,70.4,19.581,61.497,151.7,10.4,16.8,36.8,15.2
06/12/1994,60.2,16.046,55.209,137.3,1.6,0,22.4,5.6
07/12/1994,63.3,18.538,78.054,140.4,14.4,26,32,24
08/12/1994,86,23.046,101.157,177.8,18.4,28,51.2,36
09/12/1994,62.9,19.19,49.472,156.3,4.8,0,0,6.4
10/12/1994,45.5,26.018,88.908,131.1,11.2,7.2,76.8,57.6
11/12/1994,72.6,29.088,86.027,173.5,16.8,0,4.8,31.2
12/12/1994,94,23.219,101.679,196.3,3.2,0,38.4,21.6
13/12/1994,59.9,25.873,67.635,156.1,18.4,46.4,38.4,21.6
14/12/1994,66.3,25.184,48.397,152.1,0,0,0,0
15/12/1994,35.7,17.524,33.042,98.55,0.8,0,12,7.2
16/12/1994,30.9,15.662,35.514,82.78,0,0,2.4,0.8
17/12/1994,24.5,14.707,39.213,73.66,16.8,14.4,41.2,50.4
18/12/1994,57.6,19.291,73.749,136,23.2,8,17.6,20.8
19/12/1994,46.7,20.163,51.448,122,1.6,1.6,8,3.2
20/12/1994,30.3,13.131,32.982,87.13,0,0,0,0
21/12/1994,21.6,10.915,24.583,63.21,0,0,0,0
22/12/1994,17.9,9.445,19.74,51.71,0,0,0.8,0
23/12/1994,15.8,8.7,16.759,44.81,0,0,0,0
24/12/1994,15.4,8.314,16.06,41.37,0,0,10.4,6.4
25/12/1994,19,8.886,24.328,49.17,4.8,0.8,27.2,18.4
26/12/1994,27,11.607,59.032,71.25,40,16.8,66.4,55.2
27/12/1994,66.7,24.381,67.548,154.4,13.6,27.2,47.2,25.6
28/12/1994,103,44.518,163.687,212.5,51.2,17.2,130.8,139.2
29/12/1994,185,60.852,189.719,319.1,8,6.4,17.6,5.6
30/12/1994,142,57.851,105.235,309.1,8,0,0,0
31/12/1994,103,47.382,84.536,254.1,6.4,0,0,0
01/01/1995,61.6,27.863,44.166,181.2,0.8,0,4,1.6
02/01/1995,34.8,17.793,30.166,111,0,0,2.4,0
03/01/1995,23.9,15.098,24.699,75.25,0,0,0,0
04/01/1995,20.7,14.125,22.218,63.81,4,0.8,28.8,6.4
05/01/1995,44.3,20.454,81.723,109.1,7.2,17.6,72,38.4
06/01/1995,62.6,20.069,57.871,153.9,0,0,0,0
07/01/1995,32.7,16.653,34.943,97.96,0,0,32,4
08/01/1995,34.2,15.992,43.259,90.79,4.8,0,19.2,12
09/01/1995,29,15.043,47.679,86.84,6.4,0,68,36.8
10/01/1995,34,16.006,65.539,106,23.2,34.4,77.6,39.2
11/01/1995,62.9,17.34,53.079,138.4,0,0,0,0
12/01/1995,29.5,11.257,28.897,83.9,0,0,0,3.2
13/01/1995,21.9,10.324,23.573,60.6,0,0,31.2,8.8
14/01/1995,21.1,11.263,27.995,59.33,4,0,12,16.8
15/01/1995,24.9,11.462,33.226,70.24,0,0,4,9.6
16/01/1995,22.5,10.145,26.411,63.19,6.4,12,12,17.6
17/01/1995,33,12.42,40.975,71.23,24.8,33.6,40,13.6
18/01/1995,64.9,16.102,46.245,127.5,2.4,0,0.8,1.6
19/01/1995,39.1,13.401,34.803,91.41,24,17.6,12,12.8
20/01/1995,49,16.434,46.507,108.3,19.2,13.6,17.6,16.8
21/01/1995,58.9,19.562,81.688,125.2,50.4,35.2,52.8,40.8
22/01/1995,103,31.913,74.698,203.6,2.4,5.6,13.6,17.6
23/01/1995,64.5,24.87,70.267,159.7,24.8,1.6,45.6,27.2
24/01/1995,60,22.313,60.923,151.9,1.6,0,12,4.8
25/01/1995,41.8,18.541,42.446,112,18.4,31.2,0,6.4
26/01/1995,60.1,22.307,34.981,119.4,19.2,45.6,19.2,15.2
27/01/1995,50.6,18.782,29.414,114.3,24.8,24,0,38.4
28/01/1995,88.6,48.075,142.403,182.4,13.6,0,38.8,26.4
29/01/1995,162,71.24,127.178,319.6,6.4,0,26.4,4
30/01/1995,97.8,51.513,62.924,261.9,0,0,0,0
31/01/1995,139,66.902,301.598,272.8,121.6,36.8,252,268.8
01/02/1995,220,74.032,374.061,448.1,3.2,0,3.2,5.6
02/02/1995,171,54,78.921,362.3,0,0,0,0.8
03/02/1995,103,38.669,66.926,266,6.4,0,8.8,17.6
04/02/1995,75.5,29.596,48.786,220.7,0,0,0.8,0.8
05/02/1995,46.3,21.118,38.242,160.6,0,0,2.4,2.4
06/02/1995,36.5,16.885,34.73,107.3,0,0,4.8,0.8
07/02/1995,29.8,15.549,31.031,85.22,4,9.6,27.2,10.4
08/02/1995,31.1,16.807,35.052,89.57,2.4,2.4,1.6,8
09/02/1995,26.4,11.958,27.855,76.91,0,0,0,0.8
10/02/1995,31.2,15.078,29.432,79.76,12.8,22.4,0,8
11/02/1995,65,31.496,108.575,136.7,5000,15.2,108.4,80.8
12/02/1995,136,41.906,110.532,265.2,18.4,0,36.8,34.4
13/02/1995,91.3,32.943,95.978,222.3,7.2,15.2,55.2,16.8
14/02/1995,71.3,25.78,67.655,182.6,12.8,5.6,18.4,25.6
15/02/1995,79.4,22.549,80.029,168.2,43.2,16,30.4,16.8
16/02/1995,103,33.316,97.254,203.7,12.8,7.2,43.2,28
17/02/1995,78.7,44.949,76.537,210.3,8.8,0,64.8,19.2
18/02/1995,50.5,27.788,61.675,156.8,24,0,80.8,57.6
19/02/1995,83.5,29.257,102.524,191.2,8,0.8,22.4,12
20/02/1995,56.5,24.649,68.903,154.7,24.8,0.8,36,32.8
21/02/1995,67.9,22.38,69.517,159.1,5.6,0,20.8,16.8
22/02/1995,96.9,40.162,167.891,190.7,87.2,37.6,117.6,93.6
23/02/1995,163,55.177,114.742,308.4,13.6,1.6,17.6,8.8
24/02/1995,80.9,33.247,63.25,226,0,0,4.8,3.2
25/02/1995,45.3,19.526,45.053,139.2,0,0,1.6,0
26/02/1995,32.3,14.771,34.856,93.19,0,0,0,0
27/02/1995,26.9,11.594,34.703,74.32,2.4,0,50.4,8.8
28/02/1995,44.6,11.563,52.105,93.91,19.2,9000,46.4,47.2
01/03/1995,80.6,19.096,100.761,174,17.6,#,51.2,21.6
02/03/1995,38.9,16.877,45.939,121.7,2.4,0,16.8,14.4
03/03/1995,26.5,14.87,34.535,85.82,0,0,19.2,1.6
04/03/1995,22.2,12.712,28.873,70.17,14.4,5.6,4,8
05/03/1995,25.8,18.214,48.114,80.91,16,1.6,18.8,21.6
06/03/1995,33.8,15.475,42.808,99.76,0.8,0,8.8,0.8
07/03/1995,24.2,12.364,32.928,74.98,6.4,6.4,13.6,6.4
08/03/1995,22,12.137,28.63,65.88,4.8,4,23.2,17.6
