date,Crakehill,Skip Bridge,Westwick,Skelton,Arkengarthdale,East Cowton,Malham Tarn,Snaizeholme
09/03/1995,20.9,11.628,26.756,61.27,1.6,0,9.6,4
10/03/1995,24.9,10.343,47.875,71.17,0,0,0,0
11/03/1995,52,8.592,76.35,116.1,7.2,14.4,42.4,16.8
12/03/1995,42.4,10.984,43.54,111.3,0,0,0,0
13/03/1995,24.7,9.068,31.562,71.55,0,0,0,0
14/03/1995,23.8,7.735,30.717,62.09,4,7.2,11.2,1.6
15/03/1995,21.6,7.839,25.613,58.38,0.8,0,8.8,7.2
16/03/1995,17.8,7.568,21.168,49.53,11.2,0,26.4,14.4
17/03/1995,29.2,9.942,38.995,61.78,31.2,24.8,38.4,28.8
18/03/1995,35.8,14.662,46.101,93.22,15.2,0,11.2,6.4
19/03/1995,32.4,10.112,33.854,80.6,0,0,12,0
20/03/1995,21.4,7.47,24.745,57.9,0,0,0,0
21/03/1995,17.4,6.085,19.97,46.13,0,0,0,0
22/03/1995,15.9,5.616,17.454,40.86,0,0,0,0
23/03/1995,18.3,4.928,17.958,40.86,0,0,0.8,0.8
24/03/1995,17.1,4.95,17.211,40.43,13.6,0,42.4,30.4
25/03/1995,24.6,5.873,43.225,64.58,18.4,0.8,46.4,22.4
26/03/1995,22.7,5.978,43.716,62.84,26.4,18.4,108,64
27/03/1995,41.9,8.933,56.009,102.4,1.6,4,2.4,2.4
28/03/1995,21.6,7.211,27.074,64.95,16,23.2,29.6,8
29/03/1995,19.4,6.453,20.712,50.25,0,0,0.8,0
30/03/1995,24.8,7.497,26.17,52.39,11.2,15.2,12,4.8
31/03/1995,38,8.789,33.019,76.74,3.2,0,96,12.8
01/04/1995,23.1,7.269,29.332,62.72,0,0,29.6,4.8
02/04/1995,18.5,6.176,21.34,49.5,0,0,0,0
03/04/1995,15.9,5.44,16.643,40.47,0,0,3.2,0.8
04/04/1995,14.2,4.751,14.222,35.43,2.4,7.2,4.8,11.2
05/04/1995,13.2,4.352,12.948,31.7,0,0,2.4,2.4
06/04/1995,12.3,4.027,12.2,29.57,0,0,0.8,0
07/04/1995,11.6,3.947,11.433,27.77,0,0,1.6,0
08/04/1995,10.7,3.744,10.318,25.67,0,0,0,0
09/04/1995,10.4,3.607,9.852,24.25,0.8,2.4,0.8,2.4
10/04/1995,10.2,3.598,9.415,23.77,0,0,0.8,0
11/04/1995,9.7,3.495,9.01,22.66,0,0,0,0
12/04/1995,9.17,3.372,8.447,21.52,0,0,0,0
13/04/1995,8.75,3.171,8.095,19.85,0,0,0,0
14/04/1995,8.58,3.447,7.789,19.57,0,0,0,0
15/04/1995,8.45,3.479,7.571,19.38,0,0,0,0.8
16/04/1995,8.33,3.437,7.4,18.88,0,0,0,0
17/04/1995,8.32,3.468,7.337,18.71,9.6,2.4,63.2,16.8
18/04/1995,8.79,3.78,7.792,19.71,11.2,12.8,8,7.2
19/04/1995,8.75,3.467,8.093,19.71,0,1.6,17.6,11.2
20/04/1995,8.66,3.482,7.416,19.44,0,17.2,2.4,1.6
21/04/1995,8.47,3.317,7.303,19.19,0,0.8,7.2,3.2
22/04/1995,8.29,4.039,8.178,19.12,49.6,18.4,27.2,16
23/04/1995,17.7,4.668,15.9,32.45,0,0,0,0
24/04/1995,15.3,3.572,11.195,33.44,8.8,14.4,10.4,6.4
25/04/1995,12.9,3.315,9.547,27.08,0,0,0,0
26/04/1995,10.2,3.063,8.038,22.33,0,0,0,0
27/04/1995,8.94,2.962,7.129,19.38,0,0,0,0
28/04/1995,8.26,2.907,6.654,17.92,0,0,0,0
29/04/1995,7.83,2.857,6.213,16.98,0,0,0,0
30/04/1995,7.57,2.812,6.036,16.26,0,0,0,0
01/05/1995,7.37,2.786,5.854,15.72,0,0,0,4
02/05/1995,7.15,2.583,5.711,14.89,0,0,0,0
03/05/1995,6.93,2.433,5.495,13.56,0,0,4,0
04/05/1995,6.73,2.441,5.348,12.56,0,0,0,0
05/05/1995,6.56,2.384,5.003,11.91,0,0,0,0
06/05/1995,6.69,2.361,4.787,11.54,0,0,0,0
07/05/1995,6.6,2.329,4.733,11.73,0,0,0,0
08/05/1995,6.46,2.308,4.694,12.3,11.2,7.2,0,4.8
09/05/1995,6.4,2.301,4.597,12.14,0.8,2.4,0,0
10/05/1995,6.47,2.276,4.547,12.12,4,6.4,0,0
11/05/1995,6.39,2.278,4.424,12.01,0,1.6,0,0
12/05/1995,6.28,2.28,4.394,11.82,0,0,0,0
13/05/1995,6.14,2.214,4.374,11.5,0,0,0.8,0
14/05/1995,6.02,2.198,4.38,11.2,8,4,37.6,4
15/05/1995,6.02,2.249,4.385,11.47,0,0,0,0.8
16/05/1995,6.15,2.334,4.727,12.04,15.2,8.8,28,17.6
17/05/1995,7.59,3.708,5.488,14.42,13.6,18.4,22.4,13.6
18/05/1995,7.65,2.72,5.471,14.61,2.4,0,12,12.8
19/05/1995,7.51,2.405,5.433,13.72,1.6,0,0.8,0
20/05/1995,7.38,2.32,5.403,13.68,0,0,6.4,3.2
21/05/1995,6.36,2.276,4.989,12.64,0,0,0,0
22/05/1995,6,2.219,4.692,12.27,0,0,1.6,0.8
23/05/1995,5.79,2.177,4.634,11.81,0,0,0,0
24/05/1995,6.07,2.666,5.406,12.16,17.6,23.2,37.6,25.6
25/05/1995,9.55,3.717,6.442,17.4,0.8,4.8,0,0.8
26/05/1995,8.81,2.495,5.97,17.25,0.8,0,13.6,1.6
27/05/1995,7.17,2.533,5.552,14.84,16,6.4,47.2,27.2
28/05/1995,7.82,3.028,8.649,16.49,3.2,28.4,25.6,13.6
29/05/1995,9.57,2.443,9.998,21.29,14.4,6.4,35.2,10.4
30/05/1995,7.71,2.414,9.041,18.77,0,0,0,3.2
31/05/1995,7.15,2.228,7.554,17.06,0,0,0,0
01/06/1995,6.39,2.109,6.24,14.69,0,2.4,6.4,4
02/06/1995,5.96,2.032,5.587,13.33,1.6,4.8,0.8,1.6
03/06/1995,5.92,2.241,5.576,12.12,4.8,4,38.4,19.2
04/06/1995,6.19,2.187,5.515,12.06,9.6,23.2,7.2,5.6
05/06/1995,6.11,2.044,7.426,14.73,0,0,4,0
06/06/1995,5.68,1.995,6.128,13.59,1.6,0.8,8,3.2
07/06/1995,5.45,1.956,5.36,12.16,6.4,6.4,2.4,0
08/06/1995,5.38,1.979,5.043,11.54,0.8,0,0,0
09/06/1995,5.07,1.874,4.548,10.68,0,0,0,0
10/06/1995,4.94,1.865,4.402,10.16,1.6,0.8,0.8,0
11/06/1995,5.09,2.045,4.419,10.48,1.6,4.8,0,0
12/06/1995,5.08,1.914,4.263,10.31,4,3.2,0,0.8
13/06/1995,4.9,1.842,4.247,10.09,0,0.8,0,0
14/06/1995,4.7,1.82,4.109,9.709,0,0,0.8,0
15/06/1995,4.42,1.786,3.991,9.328,0,0,0,0
16/06/1995,4.35,1.78,3.88,8.953,3.2,8,4.8,3.2
17/06/1995,4.41,1.801,3.899,9.006,1.6,3.2,25.6,12
18/06/1995,4.63,1.79,3.858,8.962,0,0,0,0
19/06/1995,4.45,1.762,4.028,8.938,2.4,0,18.4,22.4
20/06/1995,4.25,1.71,4.839,8.594,0.8,0,4.8,9.6
21/06/1995,5.19,1.67,8.061,12.8,0,0,0,0
22/06/1995,4.89,1.597,5.474,11.43,0,0,0,0
23/06/1995,4.27,1.595,4.403,9.522,0,0,0,0
24/06/1995,3.99,1.617,3.947,8.454,0,0,0,0
25/06/1995,3.97,1.636,3.879,8.221,0,0,0,0
26/06/1995,4.1,1.643,3.711,8.236,0,0,0,0
27/06/1995,3.86,1.569,3.548,7.895,0,0,0,0
28/06/1995,3.62,1.555,3.453,7.297,0,0,0,0
29/06/1995,3.48,1.55,3.28,6.596,0,0,0,0
30/06/1995,3.39,1.458,3.093,6.59,0,0,0,0
01/07/1995,3.32,1.305,3.032,6.517,0,0,0,0
02/07/1995,3.38,1.315,3.055,6.622,0,0,0,0
03/07/1995,3.4,1.338,3.043,6.516,0,0,4.8,0
04/07/1995,3.45,1.32,3.076,6.486,0,0,5.6,0
05/07/1995,3.41,1.317,3.053,6.481,0,0.8,0,0
06/07/1995,3.6,1.341,3.074,6.434,0,0,2.4,4.8
07/07/1995,3.45,1.337,3.07,6.253,3.2,0,12,12
08/07/1995,3.58,1.302,3.653,6.155,0,0,0,0
09/07/1995,4.19,1.254,4.302,8.088,0,0,0,0
10/07/1995,3.62,1.247,3.565,7.286,0,0,0,0
11/07/1995,3.48,1.29,3.375,6.438,3.2,15.2,0,0
12/07/1995,3.53,1.443,3.257,6.496,0,0,0,0
13/07/1995,3.83,1.4,3.82,6.782,0,13.6,0,0
14/07/1995,5.01,1.472,3.854,8.683,1.6,10.8,0,0
15/07/1995,4.02,1.55,3.424,8.091,0.8,3.2,0,0.8
16/07/1995,3.71,1.365,3.231,7.021,0,0,0,0.8
17/07/1995,3.69,1.465,3.178,6.687,15.2,17.6,11.2,0.8
18/07/1995,3.9,1.559,4.703,7.742,2.4,0.8,76,0.8
19/07/1995,3.79,1.384,7.386,9.991,0,0,4.8,0.8
20/07/1995,3.83,1.265,5.141,9.033,0.8,0,0.8,1.6
21/07/1995,3.78,1.467,4.092,7.94,2.4,5.6,13.6,4.8
22/07/1995,3.4,1.28,3.569,7.088,0,0,0,0
23/07/1995,3.31,1.194,3.558,6.707,1.6,0,8,4
24/07/1995,3.3,1.214,3.365,6.377,0,0,4,0
25/07/1995,3.2,1.203,3.184,5.951,0,0,0,0
26/07/1995,3.16,1.204,3.087,5.619,0.8,1.6,0,0
27/07/1995,3.13,1.185,2.992,5.541,0,0,0,0
28/07/1995,3.06,1.156,2.864,5.406,0,0,0,0
29/07/1995,2.78,1.143,2.722,5.287,0,0,0,0
30/07/1995,2.66,1.117,2.588,5.201,0,0,8.8,9.6
31/07/1995,2.55,1.117,2.96,5.046,0,0,0,0.8
01/08/1995,2.66,1.101,3.038,5.491,0,0,0,0
02/08/1995,2.62,1.096,2.808,5.234,0,0,0,0
03/08/1995,2.43,1.068,2.537,4.814,0,0,4,0
04/08/1995,2.43,1.058,2.402,4.433,0,0,0,0
05/08/1995,2.43,1.075,2.386,4.578,0,0,0,0
06/08/1995,2.45,1.097,2.355,4.605,0,0,0,0
07/08/1995,2.51,1.073,2.309,4.596,0,0,0,0
08/08/1995,2.4,1.077,2.293,4.696,0,0,0,0
09/08/1995,2.36,1.072,2.299,4.581,0,0,0,0
10/08/1995,2.34,1.084,2.252,4.259,0,0,0,0
11/08/1995,2.37,1.087,2.185,4.145,0,0,0,0
12/08/1995,2.5,1.102,2.27,4.151,3.2,8.8,43.2,6.4
13/08/1995,2.59,1.115,2.229,4.447,0,0,0,0
14/08/1995,2.51,1.072,2.211,4.381,0,0,0,0
15/08/1995,2.44,1.055,2.164,4.202,0,0,0,0
16/08/1995,2.41,1.037,2.157,4.075,0,0,0.8,0
17/08/1995,2.37,1.043,2.121,3.858,0,0,0,0
18/08/1995,2.34,1.032,2.104,4.121,0,0,0,0
19/08/1995,2.35,1.036,2.125,4.175,0,0,0,0
20/08/1995,2.39,1.018,2.167,4.011,0,0,0,0
21/08/1995,2.27,1.016,2.092,3.965,0,0,0,0
22/08/1995,2.13,1.004,2.044,4.138,0,0,0,0
23/08/1995,2.08,1.038,2.021,3.694,2.4,0,2.4,2.4
24/08/1995,2.06,1.002,1.996,3.757,0.8,0,29.6,7.2
25/08/1995,2.11,1.015,1.954,3.748,0.8,0.8,0,0.8
26/08/1995,2.17,1.06,2.098,4.245,1.6,0.8,11.2,3.2
27/08/1995,2.38,1.102,2.109,4.55,0,0,8,5.6
28/08/1995,2.23,1.06,2.112,4.548,0,0,0,0
29/08/1995,2.19,1.037,2.197,4.429,0.8,0,4.8,4
30/08/1995,2.24,1.041,2.255,4.621,0,0,0,0
31/08/1995,2.26,1.099,2.287,4.633,0,0,0,0
01/09/1995,2.27,1.105,2.31,4.687,0.8,0,0.8,0
02/09/1995,2.4,1.176,2.3,4.772,0,11.2,16.8,4
03/09/1995,2.55,1.156,2.308,4.936,17.6,25.6,12.8,7.2
04/09/1995,2.88,1.165,2.447,5.218,0,0,4.8,0
05/09/1995,2.72,1.14,2.409,5.341,0.8,0,0,2.4
06/09/1995,2.66,1.142,2.377,5.253,4.8,3.2,3.2,0.8
07/09/1995,5.09,3.535,3.645,8.918,35.2,71.2,47.2,24.8
08/09/1995,9.26,9.589,5.906,22.79,4.8,24.8,0.8,1.6
09/09/1995,7.62,3.833,5.586,20.01,0,52.8,0,0
10/09/1995,5.51,1.91,3.879,11.31,28,10,46.4,25.6
11/09/1995,8.24,3.868,4.582,15.12,5.6,69.6,5.6,27.2
12/09/1995,8.44,2.334,6.838,18.72,5.6,0,1.6,0.8
13/09/1995,5.69,1.906,5.137,14.16,0,0,7.2,0
14/09/1995,4.82,1.644,4.149,10.98,0,0,0,0
15/09/1995,4.18,1.483,3.766,9.331,0,0,0,0
16/09/1995,3.73,1.379,3.409,8.33,0,0,0,0
17/09/1995,3.6,1.324,3.219,7.606,2.4,9.6,11.6,0
18/09/1995,3.67,1.344,3.182,7.519,0,0,0,4
19/09/1995,3.39,1.324,3.103,7.272,0.8,0,0,0
20/09/1995,3.2,1.3,2.993,6.839,0,0,0,0
21/09/1995,3.1,1.265,2.875,6.588,0,0,0,0
22/09/1995,3.04,1.293,2.768,6.28,1.6,0,2.4,1.6
23/09/1995,2.93,1.271,2.692,6.04,1.6,0,6.4,15.2
24/09/1995,3,1.335,5.028,6.284,16.8,12,43.2,51.6
25/09/1995,5.79,1.444,7.818,13.2,2.4,4,40.8,13.6
26/09/1995,5.62,2.727,15.249,18.67,0,0,18.4,2.4
27/09/1995,5.57,2.22,8.653,17.88,11.2,1.6,42.4,8.8
28/09/1995,4.32,1.7,6.861,12.14,0,0,15.2,2.4
29/09/1995,4.16,1.472,5.529,10.73,0,0,0.8,0
30/09/1995,3.71,1.447,4.715,9.433,1.6,0,20,7.2
01/10/1995,3.53,1.65,4.176,8.584,4,2.4,14.4,16
02/10/1995,3.66,1.517,6.432,9.635,5.6,6.4,6.4,4
03/10/1995,5.01,1.427,6.424,11.2,6.4,1.6,29.6,43.2
04/10/1995,9.34,1.434,25.34,24.47,6.4,12,15.2,12.8
05/10/1995,12.3,1.533,15.576,31.62,0.8,0,29.2,9.6
06/10/1995,15.5,1.724,32.467,32.1,26.4,6.4,53.6,46.4
07/10/1995,22.9,2.36,24.877,56.63,4,0,18.4,13.6
08/10/1995,10.3,1.793,15.635,28.7,0.8,0,0,0
09/10/1995,8,1.621,10.189,20.15,4,0,0,0.8
10/10/1995,5.82,1.5,7.297,12.82,1.6,0,0,0
11/10/1995,4.98,1.461,6.036,11.69,0,0,0.8,0
12/10/1995,4.5,1.468,5.177,9.747,0,0,4,0.8
13/10/1995,4.18,1.454,4.547,9.052,0,0,0,0
14/10/1995,3.91,1.449,4.168,8.775,0,0,0,0
15/10/1995,3.69,1.441,3.903,8.092,0,0,8.8,8
16/10/1995,3.52,1.423,3.932,8.045,0,0,0,0.8
17/10/1995,3.74,1.733,5.595,8.661,13.6,4,32,44
18/10/1995,5.67,1.546,13.412,17.19,0.8,0,0,0
19/10/1995,5.19,1.452,7.035,14.48,1.6,0,19.2,3.2
20/10/1995,4.34,1.455,7.187,11.44,0.8,2.4,6.4,0.8
21/10/1995,4.62,1.466,6.823,12.02,0,0,0,0
22/10/1995,4.01,1.419,5.424,10.47,0,0,0,9.6
23/10/1995,3.7,1.387,4.831,9.249,0,0,0,0.8
24/10/1995,3.85,1.417,5.047,9.187,12,20,17.6,0
25/10/1995,5.26,1.972,12.358,13.35,1.6,0,11.2,0
26/10/1995,9.27,1.585,12.167,22.87,1.6,0,16.8,0
27/10/1995,6.06,1.47,8.007,15.78,0.8,2.4,16.8,0
28/10/1995,5.19,1.419,7.619,13.41,0,0,0.8,0
29/10/1995,4.55,1.405,6.241,11.75,0,0,0.8,0
30/10/1995,4.12,1.399,5.355,10.26,0,0,0.8,0
31/10/1995,3.88,1.427,4.849,9.343,1.6,2.4,0,13.6
01/11/1995,3.66,1.347,4.486,8.601,0,0,0,0
02/11/1995,3.55,1.371,4.184,8.094,0,0,0,0
03/11/1995,3.48,1.354,3.943,7.742,0,0,0,0
04/11/1995,3.27,1.299,3.933,7.14,0,0,0,0
05/11/1995,3.21,1.283,3.725,6.907,0,0,0,0
06/11/1995,3.13,1.311,3.547,6.761,0,1.6,0,0
07/11/1995,3.1,1.339,3.527,6.478,0,11.2,0,0.8
08/11/1995,3.19,1.37,3.497,6.395,1.6,18.4,0,3.2
09/11/1995,3.31,1.509,3.517,6.783,1.6,7.2,0,1.6
10/11/1995,3.39,1.603,3.619,7.23,12.8,25.6,0,9.6
11/11/1995,5.5,2.813,14.232,10.64,44.8,56,0,40
12/11/1995,31.1,4.94,33.155,59.55,0,0,0,0
13/11/1995,11.9,2.44,13.649,35.39,0,0,0,0
14/11/1995,7.77,1.893,9.243,20,0,0,0,4.8
15/11/1995,7.29,2.075,10.698,17.3,36.8,56,0,61.6
16/11/1995,52.8,3.8,58.582,76.99,45.6,77.6,0,6.4
17/11/1995,27.4,3.003,21.62,66.66,0.8,21.6,0,0
18/11/1995,13.2,2.046,12.586,31.58,0,0,0,0
19/11/1995,9.66,1.773,9.36,21.68,0,0,0,0
20/11/1995,8.95,1.682,7.933,18.17,0.8,0,0,0
21/11/1995,8.1,1.684,7.173,16.77,15.2,9.6,0,20.8
22/11/1995,10.7,1.732,12.391,20.67,3.2,0,0,5.6
23/11/1995,9.56,1.715,11.404,22.52,8,0,0,12.8
24/11/1995,20.7,1.75,45.111,37.03,23.2,16.8,0,59.2
25/11/1995,36,2.334,42.925,88.54,2.4,1.6,0,3.2
26/11/1995,15.8,2.283,21.997,45.18,6.4,7.2,0,1.6
27/11/1995,13.3,2.226,15.471,33.22,6.4,3.2,0,3.2
28/11/1995,11.2,1.974,12.264,25.97,4.8,0,5.6,2.4
29/11/1995,10.2,1.901,10.69,22.97,0.8,0.8,3.2,0.8
30/11/1995,9.5,2.022,9.849,21.25,0,0,0,0
01/12/1995,8.31,1.992,8.34,18.87,0.8,0,1.6,0
02/12/1995,7.55,1.999,7.615,16.8,2.4,1.6,4,1.6
03/12/1995,9.34,3.295,8.991,19.35,11.2,56,30.4,10.4
04/12/1995,16.1,7.192,15.428,38.07,8,13.6,7.2,11.2
05/12/1995,15,3.872,12.333,36.07,1.6,4.8,0,0
06/12/1995,12.5,3.226,10.019,27.62,12.8,13.6,0.8,16
07/12/1995,13.5,3.842,9.997,29.03,2.4,0.8,0.8,4
08/12/1995,11.6,3.313,9.14,26.62,0,4.8,0.8,4
09/12/1995,9.78,2.815,8.25,22.38,12,0,21.6,1.6
10/12/1995,12.2,2.872,17.482,25.32,0,0,2.4,0
11/12/1995,14.6,3.053,16.237,36.19,0.8,0,0,0
12/12/1995,10.5,2.343,11.334,25.58,1.6,0,0.8,0
13/12/1995,9.3,2.133,9.82,21.41,7.2,8,0.8,0
14/12/1995,8.97,2.168,9.158,20,9.6,10.4,2.4,0.8
15/12/1995,9.2,2.182,8.597,19.4,1.6,0,3.2,1.6
16/12/1995,9.14,2.141,8.141,19.1,1.6,0.8,0,0
17/12/1995,9.37,2.105,7.68,18.54,0,0,0,0
18/12/1995,8.34,2.035,7.144,17.29,0,0,0,0.8
19/12/1995,7.66,2.147,6.618,15.99,0.8,3.2,0,2.4
20/12/1995,7.63,2.16,6.434,15.33,0,0,0,0
21/12/1995,7.06,2.133,6.074,14.81,0,0.8,0,2.4
22/12/1995,22.4,10.927,28.575,35.64,39.2,87.2,74.8,40.8
23/12/1995,57.8,10.534,35.348,99.21,8.8,26.4,1.6,1.6
24/12/1995,28.3,5.521,19.24,63.44,0,2.4,0,4
25/12/1995,16.9,3.969,13.227,38.36,0,0,0,0
26/12/1995,11.7,3.15,8.956,25.95,0,0,0.8,0
27/12/1995,11.2,2.51,9.15,19.98,0,0,0.8,0
28/12/1995,8.4,2.514,9.163,16.57,0,0,0,0
29/12/1995,8.99,2.513,9.176,16.63,0,0,0,0
30/12/1995,7.61,2.413,9.116,15.82,0,0,0,0
31/12/1995,8.34,3.01,7.561,17.9,0,7.2,2.4,0
01/01/1996,8.74,3.142,7.501,18.88,26.4,2.4,16.8,8
02/01/1996,10.2,3.421,9.147,21.18,8,0,0,0.8
03/01/1996,10.1,3.567,10.537,22.95,0.8,0,0,0
04/01/1996,15.3,3.899,17.17,30.86,11.2,5.6,16,8
05/01/1996,23.9,5.143,26.772,48.28,8,4.8,28,18.4
06/01/1996,34.5,7.975,32.605,69.82,8,4.8,4.8,2.4
07/01/1996,44,13.713,47.777,87.5,20,8.8,21.6,16.8
08/01/1996,53.7,14.281,57.158,111.7,18.4,20.8,63.2,24
09/01/1996,61,15.158,54.12,128.9,0.8,3.2,7.2,0.8
10/01/1996,32.4,10.548,30.086,84.33,0.8,0,80000,0.8
11/01/1996,21.9,9.286,24.243,58.66,20,12,1.6,10.4
12/01/1996,30.5,11.385,30.107,66.55,8,1.6,12,6.4
13/01/1996,48.6,12.263,69.089,101.4,16.8,12,38.4,36.8
14/01/1996,40.1,9.853,39.237,100.9,1.6,0,24,0.8
15/01/1996,21.8,8.242,25.492,61.25,0,0,0,0
16/01/1996,17.2,7.6,19.15,46.7,0.8,0,0,0
17/01/1996,15.1,6.585,15.745,39.46,0,0,1.6,0
18/01/1996,13.7,4.042,13.593,32.78,0,0,0,0
19/01/1996,12.5,3.774,12.169,29.13,0.8,0,0,0
20/01/1996,12.1,3.825,11.75,27.66,3.2,0,4.8,3.2
21/01/1996,12.1,3.863,11.333,27.16,0,0,0,0
22/01/1996,11.2,3.601,10.391,25.62,5.6,0,0.8,0
23/01/1996,10.5,3.529,9.936,23.95,0,0,0,0
24/01/1996,9.78,3.288,9.025,22.13,0,0,0,0
25/01/1996,9.04,3.059,8.265,20.28,0,0,0,0
26/01/1996,8.38,2.972,7.512,18.58,0,8,0,0
27/01/1996,8.23,3.045,7.362,18.11,0,17.6,0,0
28/01/1996,8.27,3.153,7.116,18.05,0,0,0,0
29/01/1996,8.38,2.978,7.251,18.26,0,0,0,0
30/01/1996,8.59,3.055,7.005,18.13,0,0,0,0
31/01/1996,10,3.22,6.945,19.88,0.8,0,0,0.8
01/02/1996,10.3,3.351,6.835,21.32,0,0,0,1.6
02/02/1996,10,3.647,6.876,21.32,1.6,0,0,1.6
03/02/1996,11.1,3.79,7.001,21.71,8,10.4,0,0
04/02/1996,13.3,4.164,7.111,25.15,3.2,0.8,0.8,0.8
05/02/1996,11.9,3.645,7.004,24.38,0,0,0,0
06/02/1996,10.2,3.266,6.709,21.76,0,4.8,0,0
07/02/1996,9.04,3.008,6.578,19.01,0,0.8,0,0
08/02/1996,8.2,2.778,6.341,17.25,3.2,1.6,10.4,1.6
09/02/1996,12.7,a,7.576,20.58,0,37.6,12,14.4
10/02/1996,29.7,10.643,48.989,60.62,27.2,1.6,47.2,39.2
11/02/1996,82.2,19.005,98.641,160.9,14.4,0,26.4,8
12/02/1996,133,40.81,105.632,220.2,4,115.2,76.8,53.6
13/02/1996,139,37.481,70.855,232.8,0,15.2,0,0.8
14/02/1996,83.3,23.768,40.948,178.9,0,0,0,0.8
15/02/1996,51.8,14.671,32.196,114.5,0,0,0,0
16/02/1996,77.6,14.091,61.799,127.4,0,0.8,0,20.8
17/02/1996,59.8,12.767,44.598,126.7,0,0,0,33.6
18/02/1996,60.5,20.272,84.129,139.5,0,15.2,0,24
19/02/1996,39.8,16.058,39.72,111.4,0,4.8,0,0
20/02/1996,23.2,12.67,25.713,69.55,0,4,0,2.4
21/02/1996,20.3,10.099,20.678,54.79,0,10.4,0,2.4
22/02/1996,25.6,9.698,21.294,52.58,0,12,0,6.4
23/02/1996,34,10.331,22.41,66,0,0.8,0,21.6
24/02/1996,46.2,11.723,55.429,91.42,0,2.4,0,12.8
25/02/1996,49.3,11.821,40.513,104.7,0,9.6,0,14.4
26/02/1996,30.2,10.042,27.288,74.81,0,0,0.8,4
27/02/1996,22.3,10.226,21.646,58.99,0,0,0,0
28/02/1996,19.3,9.111,19.006,50.42,0,0,0.8,0
29/02/1996,17.4,8.478,16.559,44.56,0,0,0,0
01/03/1996,17.5,7.769,17.177,42.51,0,0,0,0
02/03/1996,19.6,5.409,19.074,42.84,0,3.2,0,4.8
03/03/1996,25.9,5.233,19.665,49.6,0,5.6,0,0
04/03/1996,25.6,5.108,19.829,52.67,0,0,1.6,0
05/03/1996,19.7,4.779,15.523,45.33,0,0,4,0
06/03/1996,16.3,4.453,12.839,36.83,0,0,0.8,0.8
07/03/1996,15.2,3.66,11.669,33.24,0,0.8,0.8,1.6
08/03/1996,14.6,3.421,11.301,31.39,0,4.8,0,0
09/03/1996,13.4,3.847,10.577,28.85,0,7.2,8,7.2
10/03/1996,12.3,3.607,10.328,26.76,0,0,0,0
11/03/1996,12.2,3.563,10.101,25.89,0,8,23.2,28.8
12/03/1996,13.1,4.44,11.427,29.22,0,8.8,0,0
13/03/1996,12.6,4.22,10.898,30.08,0,0,0,0
14/03/1996,12,4.02,9.864,27.33,0,0,0,0.8
15/03/1996,12.2,4.294,9.598,26.48,0,0,0.8,0
16/03/1996,13.8,6.458,11.129,29.56,0,16,16,11.2
17/03/1996,17.7,8.4,12.863,38.89,0,0,22.4,7.2
18/03/1996,17.2,7.2,14.177,39.75,0,0,0,0
19/03/1996,16.7,6.468,16.589,39.42,0,0.8,0,0
20/03/1996,17.4,5.955,17.508,40.85,0,0,0,0
21/03/1996,16,5.452,15.628,38.01,0,1.6,2.4,0.8
22/03/1996,21.3,6.23,19.665,43.07,0,11.2,2.4,0.8
23/03/1996,20.3,6.583,18.906,46.38,0,0.8,3.2,0
24/03/1996,22.4,6.125,22.591,49.81,0,0,3.2,0
25/03/1996,19.9,5.371,18.738,46.05,0,0,0,0.8
26/03/1996,16.9,5.032,15.786,38.93,0,1.6,0,0.8
27/03/1996,15.2,4.638,13.662,34.02,0,0,0,0
28/03/1996,13.8,4.326,12.04,30.28,0,0,0,0
29/03/1996,13,3.928,11.043,27.85,0,0,0,0
30/03/1996,11.8,3.636,10.047,25.08,0,0,0,0
31/03/1996,11,4.161,9.355,23.31,0,1.6,0,0
01/04/1996,10.4,4.191,8.702,23.26,0,0,0,8.8
02/04/1996,9.72,3.309,8.127,20.73,0,0,0,0.8
03/04/1996,9.2,3.117,7.731,19.42,0,4,4,0
04/04/1996,8.9,3.009,7.336,18.4,0,0,0,0
05/04/1996,8.75,2.772,7.173,17.77,0,0,0,0
06/04/1996,8.58,2.71,7.078,17.29,0,0,0,0
07/04/1996,8.48,2.669,6.947,16.94,0,0,0,0
08/04/1996,8.25,2.619,6.927,16.52,0,0,1.6,8
09/04/1996,8.5,2.588,7.026,16.33,0,0,0,0
10/04/1996,9.14,2.681,7.667,17.87,9.6,5.6,9.6,4
11/04/1996,8.41,2.635,7.396,17.41,2.4,0,0,0
12/04/1996,8.15,2.727,7.338,16.91,3.2,0,2.4,0.8
13/04/1996,7.89,2.618,7.042,16.41,0,0,3.2,2.4
14/04/1996,7.38,2.498,6.706,15.39,3.2,0,6.4,1.6
15/04/1996,7.23,2.514,6.622,14.82,0,0,1.6,0.8
16/04/1996,7.36,2.499,6.62,14.87,0.8,1.6,30.4,15.2
17/04/1996,7.44,2.555,6.871,14.88,2.4,0.8,12,4
18/04/1996,7.61,-999,13.918,16.84,0.8,4.8,47.2,32
19/04/1996,12.4,3.365,20.909,34.25,0,0.8,0.8,0
20/04/1996,8.99,2.797,11.716,24.36,0.8,2.4,3.2,0
21/04/1996,7.74,2.714,9.422,18.61,0,0,0.8,0.8
22/04/1996,7.26,2.867,8.313,17.85,0.8,0,0,0
23/04/1996,13.4,5.597,25,29.55,0,42.4,72.8,48
